BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	L051	L066	L089	L039	L079	L001	L011	L063	L069	L077	L108	L117	L118	L006	L111	L002	L018	L041	L104	L060	L065	L099	L102	L105	L115	L043	L044	L056	L057	L062	L064	L081	L082	L083	L086	L091	NL057	L093	L098	L096	L101	L106	L114	L116	L109	NL005	NL007	NL019	NL018	NL022	NL023	NL040	NL048	NL049	NL050	NL058	NL059	NL073	NL074	NL064	NL069	NL070	NL071	NL034	NL055	NL087	NL090	NL091	NL093	NL099	NL100	NL101	NL102	NL105	NL108	NL114	NL125	NL119	NL121	NL122	NL128	NL129	NL130	NL131	NL132
hydroxymethylpyrimidine	Cofactors and Vitamins	Thiamine Metabolism	0.1968	0.9654	0.1968	2.3349	0.1968	0.3521	2.2457	0.1968	0.1968	0.1968	1.0346	0.1968	0.1968	0.1968	0.2163	0.1968	0.8584	0.1968	0.5623	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	1.9674	0.7175	0.4498	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	3.7090	2.5302	2.4934	0.1968	0.1968	0.1968	0.1968	1.8117	2.3449	0.1968	0.1968	0.5820	1.1260	0.1968	0.1968	0.1968	2.6207	0.4803	1.6668	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	0.3698	0.1968	22.7839	0.1968	0.1968	0.4518	0.1968	0.1968	0.1968	0.2925	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968	0.1968
trans-4-hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	2.9930	0.1067	0.3012	0.6965	0.5756	0.1444	11.3729	0.3931	1.9489	0.3306	4.7189	1.0121	0.0378	1.2185	3.0923	1.2590	1.4894	2.2565	0.3628	3.2352	0.0215	10.9155	0.1628	1.8733	0.4207	0.5690	3.0136	0.6884	0.3472	0.0445	8.6962	2.1989	0.4214	0.2433	0.9553	0.2632	0.6423	0.6968	2.5836	2.0888	0.2261	10.0773	3.8900	3.4182	0.5378	0.0215	0.1490	3.1066	1.0000	0.0215	3.9423	1.3554	1.9608	1.0740	0.8014	0.2653	4.8721	0.6102	0.0215	5.0776	0.2265	0.0215	0.0215	1.5315	2.7219	2.9329	1.5945	0.1469	0.0215	0.1380	0.1705	0.1048	1.9633	1.3056	0.3089	0.0595	0.0215	0.2726	18.0314	0.0867	2.5566	0.0215	1.1787	1.9344	0.4584
hyocholate	Lipid	Secondary Bile Acid Metabolism	0.1353	0.1339	0.1339	3.0171	0.1339	0.1339	21.9625	2.0005	0.1339	0.1339	0.9501	1.2585	0.1339	0.1339	0.1339	0.1339	107.2025	0.1339	5.6475	0.1339	0.1339	0.1339	0.1339	0.4609	0.1339	0.1339	0.1339	2.0216	0.1339	0.1339	1.0000	0.1427	0.2826	0.3710	0.7550	0.1339	0.2572	0.1339	8.2471	0.1339	0.1339	0.1339	0.1339	1.9516	1.3568	0.1339	0.1339	0.1339	1.0016	0.8082	0.1339	0.1339	1.8428	0.4537	0.1339	0.1339	0.1339	0.5262	0.1339	0.1339	0.1339	0.1339	0.1339	0.1339	19.8731	0.1339	0.1339	0.1339	0.1339	0.1339	0.1339	0.1339	0.1339	0.1339	0.1339	0.1339	0.1339	0.1339	0.1339	0.1339	0.4656	0.1339	0.1339	0.1339	0.1339
hypoxanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	0.6750	1.2997	0.0364	1.1518	1.9840	1.2977	11.1782	0.3944	1.0000	0.4053	4.0698	1.9522	0.0229	1.0182	2.2363	1.5122	14.3473	0.8843	3.5732	3.6269	0.0065	0.6226	0.2022	1.4062	2.0593	0.1865	1.9030	1.0077	1.4950	1.4664	0.9631	3.9873	0.2516	0.2506	1.7586	0.0792	3.2965	1.6051	2.3783	1.5380	0.1097	0.3017	0.9747	5.4176	4.2333	0.0818	0.3852	3.1201	5.2245	0.7602	2.8750	0.2878	8.7625	2.8884	1.1030	0.2024	1.5775	0.3818	0.0032	2.7303	1.1270	0.0087	0.2933	3.9755	6.1789	0.1538	1.2346	1.5554	0.0122	0.0898	0.0876	0.4564	0.5386	0.3192	0.4294	0.0353	0.0091	0.1256	2.9026	0.4556	0.8405	0.0031	0.0885	2.7232	0.2663
imidazole lactate	Amino Acid	Histidine Metabolism	0.7341	0.1190	0.0982	0.4606	4.5971	0.0982	79.8033	1.2215	3.5323	0.0982	6.4377	1.1545	0.0982	1.4835	1.2650	0.8074	3.4510	0.4036	0.4863	1.5445	0.0982	2.2700	0.0982	1.4215	0.8805	0.0982	1.0000	0.2148	0.2935	0.0982	3.2762	0.5517	0.3469	0.1847	0.8346	0.7038	3.0142	1.4946	0.2870	5.6723	0.6305	13.8807	5.6339	12.5993	3.7367	0.0982	0.1079	0.5614	2.4480	0.0982	0.0982	1.3585	0.5302	1.2910	1.2968	0.0982	2.6531	0.3932	0.0982	2.6891	0.5798	0.0982	0.0982	2.7844	77.9665	0.6330	0.4257	0.1077	0.0982	0.0982	0.5879	0.0982	0.1720	0.7128	0.1441	0.0982	0.0982	1.4803	8.4913	0.2518	2.2292	0.0982	0.1464	0.7951	1.5781
imidazole propionate	Amino Acid	Histidine Metabolism	0.0650	1.0625	1.4965	0.6811	1.1540	0.0829	9.8997	2.9506	0.8281	1.1072	1.3097	5.1379	0.0519	2.4490	0.2442	2.0940	1.2859	0.9965	1.3172	2.3956	0.0019	3.3124	0.3626	1.5861	0.8926	0.1391	3.3258	1.9300	0.1155	0.2048	9.5953	0.0168	3.3817	0.6547	1.0822	0.0091	11.0261	1.7197	1.1843	0.8429	4.6823	6.3545	1.3285	2.2992	3.7418	0.5926	1.7627	1.0035	2.0284	0.0078	0.0935	0.2178	0.0117	0.8514	6.5490	0.1893	0.8110	0.7015	0.0033	0.3697	4.8287	0.2091	0.1476	3.8115	1.2066	0.9854	0.1951	0.0628	0.1586	0.0064	5.8348	0.0052	0.1120	4.0530	0.4901	0.0019	0.0354	3.6505	2.2797	0.3887	3.3028	0.0814	0.4101	1.7971	2.5037
indole	Amino Acid	Tryptophan Metabolism	0.0235	0.0235	0.0235	0.0235	0.2302	0.0235	5.4764	0.0235	0.0235	0.0235	2.1022	35.9221	0.0235	0.4030	0.0235	0.6885	65.6067	0.0235	13.1323	0.0235	0.0235	0.0986	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.1025	1.3115	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	4.9558	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.2050	2.6838	0.0235	0.0235	0.0760	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235	0.0235
indole-3-carboxylic acid	Amino Acid	Tryptophan Metabolism	1.0776	0.2143	0.2143	0.2143	0.7359	1.7388	6.3509	0.2143	0.5269	0.5407	7.3669	1.7258	0.2143	0.2143	0.2143	1.1060	7.4529	0.2143	3.1196	0.2143	0.2143	2.2688	0.9224	0.4668	0.2143	0.7532	3.3350	0.2686	0.2143	0.2143	0.2143	1.1157	0.2143	0.2143	0.4124	0.2143	0.2143	0.2862	0.6765	0.2143	0.2143	0.5915	3.7801	6.6038	1.0886	0.2143	0.2143	0.7580	6.4711	0.3900	0.2143	0.2143	12.8179	1.1549	0.2143	0.2143	2.5114	0.2143	0.2143	0.6926	0.4247	0.2143	0.2143	1.3020	0.2143	1.6600	0.8056	0.6001	0.2143	0.2143	0.2143	0.6362	0.4636	0.2143	0.2143	0.2143	0.2143	0.2143	15.0260	0.2143	0.2281	0.2143	0.2143	0.2143	0.2143
indoleacetate	Amino Acid	Tryptophan Metabolism	1.3439	0.8041	0.6469	0.2213	6.0184	2.4656	13.5309	0.0261	26.1787	0.5765	4.9577	4.9080	0.0980	0.2282	4.9029	6.6069	7.6015	0.1492	0.8387	1.3032	0.0261	1.0969	1.1468	0.1694	5.9228	2.1042	1.4290	1.3858	1.9542	1.8213	0.0261	1.8286	0.2625	0.2756	0.3683	0.2637	0.4691	0.4942	0.9335	0.0261	0.0261	0.6983	6.6842	5.2040	0.2844	2.4799	3.7293	10.7747	1.7651	0.0261	0.1752	0.3404	3.2304	10.8615	2.7037	0.9642	3.7509	0.1305	0.0261	0.7152	0.8196	0.2485	0.6142	84.1729	1.2154	0.8370	0.0261	2.3796	1.7952	0.0261	1.1249	0.1904	0.5201	0.1448	0.4888	1.7424	0.2370	0.0261	3.9435	1.0051	0.2422	0.1880	0.1938	0.1855	0.9949
indoleacrylate	Xenobiotics	Food Component/Plant	3.7610	0.3001	0.3001	0.3001	0.8979	0.3001	24.5263	0.3001	0.4437	0.3001	8.1477	0.6131	0.3001	0.7758	0.3001	0.3001	16.1574	0.6068	6.9544	0.3001	0.3001	0.9303	0.3001	0.4263	0.3001	0.3001	0.3001	0.3001	0.3001	0.3001	0.3001	0.3001	0.3001	0.3001	0.3001	0.3001	0.3001	1.0000	0.3001	0.6809	0.3001	0.7641	3.2204	2.2994	1.5652	0.3001	0.3001	0.3001	0.3001	0.3001	0.3001	0.3001	5.7013	0.3661	0.7742	0.8767	4.3999	0.3001	0.3001	0.9394	0.3001	0.3001	0.3001	1.6698	0.3001	7.6213	0.3001	0.3001	0.3001	0.3001	0.3001	0.3001	2.2211	1.3692	0.3001	0.3001	0.3001	0.3001	99.0975	0.3001	0.3001	0.3001	0.5181	0.3001	0.3001
indolelactate	Amino Acid	Tryptophan Metabolism	0.8078	0.5672	0.1906	0.3683	9.4983	0.2982	20.1203	1.1525	3.2927	0.2297	4.5762	2.6310	0.0434	9.4371	1.6176	1.0272	23.5047	0.9441	0.9220	3.9684	0.0434	0.7681	0.0434	2.1426	0.9159	0.0434	1.6471	0.4344	0.2748	0.4957	1.8741	1.1812	0.5420	0.2022	0.2881	0.2945	0.3560	1.5602	1.1343	2.6575	0.6567	2.2084	2.1308	33.5655	1.0000	0.2463	0.0434	1.3389	1.5517	0.0434	0.3116	0.8278	11.2022	1.4860	1.5269	1.1762	1.0541	1.1037	0.0434	3.5724	0.1220	0.1072	0.0434	5.5190	593.8660	0.5161	0.5662	0.2949	0.0434	0.0434	0.0434	0.0865	0.0787	0.9665	0.0434	0.0434	0.0434	1.1749	1.8023	0.0759	0.7100	0.0434	0.1003	2.5967	0.9739
indolepropionate	Amino Acid	Tryptophan Metabolism	0.2944	0.7540	0.1237	1.4351	1.5348	0.2643	135.2437	0.2355	1.0280	0.2581	10.2568	4.9783	0.1237	0.1237	0.1369	1.2949	78.4779	1.0000	16.6547	0.2921	0.1237	0.1237	0.4036	0.3838	0.6153	1.2556	0.7300	1.6146	0.1237	0.1237	0.1237	0.1237	0.1237	0.1237	0.1237	0.1237	4.1108	1.0775	2.6795	0.2816	0.1237	0.1237	0.3213	12.1280	30.7355	0.2279	0.1237	0.2415	7.4999	0.7886	0.1237	0.1237	25.0390	3.0868	1.2735	0.1237	0.7673	0.1237	0.1237	0.1237	2.0100	0.1237	0.1237	1.6030	0.2761	0.8575	0.1237	1.6311	0.1237	0.1237	0.1237	0.4416	0.1237	0.1237	0.1587	0.1237	0.1237	0.1237	3.8804	0.1364	0.1237	0.1237	0.1237	0.2221	0.1237
indolepropionylglycine	Amino Acid	Tryptophan Metabolism	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	3.0944	0.3577	0.3577	0.3577	0.9059	0.3577	0.3577	0.3577	0.3577	0.3577	1.6845	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.6937	0.3577	0.3577	0.3577	0.3577	0.3577	1.2225	1.0233	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.9767	0.3577	0.3577	0.3577	0.3577	0.5304	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	1.0802	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	0.3577	12.3156	0.3577	0.3577	0.3577	0.7323	0.3577	0.3577
indolin-2-one	Xenobiotics	Food Component/Plant	0.2374	0.2374	0.2374	0.2374	0.7754	0.2374	2.4693	0.2374	0.2374	0.2374	3.9378	1.0227	0.2374	0.2374	0.2374	0.2374	11.4252	0.2374	6.1495	0.2374	0.2374	0.2374	0.4138	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	1.6483	0.2374	0.2374	0.2374	0.2374	0.5653	1.0742	0.2374	0.2374	0.2374	0.6018	0.9474	0.2374	0.2374	30.1298	0.2527	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.6094	1.7369	0.2374	0.2374	0.3425	0.2374	0.2374	0.2374	7.5316	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374	0.9773	0.2374	0.2374	0.2374	0.2374	0.2374	0.2374
inosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	0.7681	0.2554	0.0578	1.2050	0.9643	0.3739	1.8662	1.5571	0.6277	1.2315	1.2842	8.5252	0.0338	1.5260	2.7127	2.3034	17.6641	4.7003	1.1652	7.3416	0.0198	1.4016	0.8054	1.0330	2.8337	0.5715	0.7082	1.1085	0.5729	1.0929	0.8560	6.3202	0.1865	0.6057	1.9247	0.0349	1.6849	0.8197	2.2444	0.1360	0.2955	0.2444	1.6814	1.0529	2.7819	0.1011	0.8628	3.5415	1.6118	1.2805	8.5813	0.1109	3.2407	2.7273	1.0940	1.0560	0.4270	0.4452	0.0149	5.6372	1.0488	0.0309	0.2801	1.0000	12.7094	0.1544	5.8877	0.3315	0.0149	0.1941	0.2040	0.2191	0.2458	0.5263	0.3018	0.1070	0.0308	0.1015	0.2052	1.4621	2.6458	0.0149	0.0223	3.6632	1.7383
isobutyrylcarnitine (C4)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	0.2158	0.2158	0.2158	0.2158	0.2158	0.2158	7.1247	0.2158	0.2158	0.2158	0.2158	0.2158	0.2158	0.2158	0.2900	0.4788	0.2158	0.7482	0.2158	1.0451	0.2158	1.2889	0.2158	0.6341	0.2158	0.2158	0.9549	0.2158	0.2158	0.2158	2.9993	0.2158	0.2158	0.2158	0.2158	1.0883	0.2158	0.2158	7.3808	0.2158	0.2158	1.3366	2.4830	3.8141	0.2158	0.2158	0.2158	0.2610	0.2158	0.2158	1.3904	4.3904	0.2158	0.2158	0.2158	0.2158	0.6236	0.4163	0.2158	1.8595	0.2158	0.2158	0.2158	0.3607	0.2158	1.3671	0.5651	0.2158	0.2158	0.2158	0.2158	0.2158	0.4884	0.2158	0.2451	0.2158	0.2158	0.2158	2.7991	0.2158	0.5696	0.2158	0.3347	1.0934	0.2158
isobutyrylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1.3615	1.1486	0.0965	0.0965	2.5817	0.2392	3.5424	0.0965	1.3270	0.0965	1.3312	6.1904	0.0965	1.0272	1.0382	0.3294	4.9543	0.6294	1.2954	1.3695	0.0965	0.8843	0.8503	0.0965	2.3427	0.0965	0.9944	0.0965	0.0965	1.1124	0.0965	0.0965	0.3524	0.0965	1.6205	0.0965	1.0000	0.5052	0.0965	0.7941	1.0505	0.9736	0.0965	1.1592	0.0965	0.7836	0.4581	1.1697	0.0965	0.0965	0.9922	1.0270	3.0430	0.3265	0.0965	0.0965	0.0965	0.8788	0.0965	0.9792	1.2733	0.0965	0.0965	1.2932	1.3811	0.0965	0.0965	0.8223	0.0965	0.0965	0.0965	0.7584	0.0965	0.7454	0.1756	0.8342	0.0965	0.3678	1.3659	0.0965	0.6355	0.0965	0.0965	1.5342	0.6643
isocaproate (i6:0)	Lipid	Fatty Acid, Branched	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	10.6466	0.2297	0.2297	0.2297	0.6955	0.3828	0.2297	0.2297	0.2297	1.0322	0.9678	0.2297	65.1912	0.4457	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	1.5162	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	3.8423	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297	0.2297
isocitric lactone	Energy	TCA Cycle	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	271.0850	0.0859	0.0859	0.0859	1.6210	0.0859	0.0859	0.0859	0.0859	0.0859	25.2516	0.0859	0.4526	0.2883	0.0859	1.0703	0.0859	0.0859	0.0859	0.0859	1.0000	0.0859	0.0859	0.0859	2.9870	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	0.4836	0.0859	0.0859	0.8941	0.6940	40.1109	1.4489	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	0.6023	0.6327	6.3078	0.0859	0.0859	0.3930	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	61.9133	0.1713	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859	10.4159	0.0859	0.0859	0.0859	0.0859	0.0859	0.0859
isoleucine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1.0805	0.8256	0.5268	1.0560	2.7773	0.5885	4.7896	2.6903	1.4269	0.4324	2.2815	6.4970	0.1964	5.0017	1.0000	1.1588	5.7043	1.0545	2.5260	4.4995	0.1782	1.0812	0.3825	1.4717	1.5507	0.2543	3.0255	0.8929	0.6636	0.5777	5.1027	1.3050	1.3013	0.4586	1.3315	0.2607	1.2856	1.3095	0.3005	0.3702	1.2863	2.4167	1.1629	2.3917	0.6895	0.4136	1.0912	1.2535	0.8797	0.1948	0.6399	0.2905	1.6939	1.0838	1.6252	0.4295	0.5718	1.0161	0.1781	1.5711	1.6574	0.2476	0.3239	2.0808	0.7249	0.4068	0.3584	0.7340	0.2479	0.1483	0.8468	0.3414	0.3940	1.5321	0.5268	0.1955	0.2709	1.8079	1.2765	0.7479	1.6304	0.1908	0.5426	1.6381	0.6009
isoleucylglycine	Peptide	Dipeptide	3.1250	1.2987	0.0783	0.7977	10.5474	0.7721	2.4753	2.1691	11.4152	0.5524	3.0939	5.0065	0.0616	5.6027	3.6808	2.8369	8.7841	6.8607	2.2365	8.1508	0.0616	1.7827	0.1071	1.5861	4.3149	0.4627	6.5464	0.5404	1.0272	0.6377	11.2257	0.5493	0.1188	0.6648	1.2057	0.1076	1.9446	5.9758	0.3052	0.2607	0.5011	0.9934	3.4458	0.9606	0.2911	0.0616	0.3888	4.2900	1.1858	0.0616	0.1594	0.1720	0.1295	1.0066	3.2983	0.1575	1.2941	0.4139	0.0616	3.0618	0.4794	0.0616	0.0710	7.7367	2.9239	0.1373	1.6706	0.4764	0.0616	0.0616	0.2132	0.0616	0.1692	3.3199	0.4875	0.0616	0.0616	0.8724	0.7831	0.2529	1.1620	0.0616	0.1548	3.9799	0.4174
isoursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	0.0441	0.0441	0.0441	3.3113	0.0495	0.0441	30.1454	0.1675	0.0884	0.0441	0.2647	41.1082	0.0441	0.0441	0.1542	0.0441	11.8410	0.0441	9.7792	0.0441	0.0441	0.1507	0.0441	0.2867	0.0441	0.0441	0.0441	1.0993	0.0441	0.0441	1.1538	0.0441	0.0441	0.0441	2.1886	0.0441	0.0441	0.0441	3.4536	0.0441	0.0441	0.0441	0.0441	17.2472	1.2862	0.0441	0.0441	0.0441	0.9007	1.9356	0.0441	0.0441	2.5397	0.3886	0.0441	0.0441	0.0441	0.0559	0.0441	0.0712	0.0441	0.0441	0.0441	0.0441	4.3348	0.1290	0.0441	0.0441	0.0441	0.0441	0.0441	0.0441	0.0441	0.0441	0.0441	0.0441	0.0441	0.0441	0.0441	0.0441	0.0884	0.0441	0.0441	0.0441	0.0441
isovalerate (i5:0)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	0.7550	0.9467	0.1167	1.4556	5.3932	0.1167	168.8759	1.5657	0.3798	1.5127	13.3181	165.6682	0.6794	2.9711	1.0838	3.2632	56.1415	0.3356	499.9862	4.3156	0.1167	1.5999	0.9316	0.5175	1.3340	0.5734	0.2701	1.5071	1.4915	0.1167	3.2456	1.9299	0.2381	0.8420	1.9973	0.1167	8.8799	1.3884	3.5078	1.3360	1.4140	0.6664	0.9789	49.3155	6.5118	0.6891	0.5160	0.9607	15.7594	0.7053	0.1167	1.2095	198.7333	1.4027	1.6675	1.3064	0.2287	0.8101	0.5524	0.2138	0.9555	0.7160	0.1167	2.5555	4.2530	0.1215	0.8617	1.0211	0.1167	0.5288	0.5155	0.1167	0.2648	0.3828	0.1167	0.7037	0.5129	0.1167	1.1497	0.3451	0.2895	0.1167	0.5775	0.9451	0.6986
isovalerylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1.1081	0.1502	0.1502	0.1502	1.9082	0.1502	4.2939	0.7162	1.6090	0.1502	4.2017	2.9143	0.1502	0.7689	0.1845	0.3403	5.7589	1.0050	2.6522	1.6056	0.1502	1.5827	0.1502	0.9907	0.9936	0.1502	0.9358	0.4890	0.1502	0.1502	0.6698	0.1502	1.0611	0.1502	0.6772	0.8771	0.6035	0.9408	0.1502	0.1502	0.9359	2.3735	0.7480	1.5741	1.3504	0.1502	0.1502	0.3561	1.1557	0.1502	0.1502	1.4825	4.7719	0.7981	0.5174	0.1502	0.8726	0.3299	0.1502	2.0574	2.3393	0.1502	0.1502	1.0307	1.0831	0.9950	0.1502	0.2478	0.1502	0.1502	0.5558	0.5737	0.1502	1.2626	0.1502	0.1502	0.1502	0.1502	5.4239	0.1502	0.6678	0.1502	0.1502	1.3520	1.1397
I-urobilinogen	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	0.1540	0.1540	0.1540	2.4254	0.1540	0.1540	11.6869	1.4315	0.1540	0.1540	0.1667	219.5294	0.1540	0.2203	0.5338	0.1540	94.4426	0.1540	8.4947	0.2302	0.1540	0.1540	0.1540	0.1540	0.7450	0.1540	0.1540	0.1697	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.5831	0.1540	0.1540	0.1540	0.1540	16.5454	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	1.2550	0.2321	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	43.3617	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540	0.1540
kynurenate	Amino Acid	Tryptophan Metabolism	2.9047	0.4320	0.0681	0.2663	0.6028	0.7905	18.0762	0.5059	0.9966	0.8727	7.1688	2.3877	0.1339	0.5649	1.0000	1.3723	47.7483	0.8078	0.9159	4.9204	0.0681	6.0009	1.2271	0.4298	1.5961	1.8088	10.0305	0.7449	1.4047	3.9568	0.7735	1.5760	0.1830	0.0681	0.2778	1.0465	3.5408	0.9007	0.0841	0.4779	0.0681	3.1414	6.0742	17.5120	1.2238	0.2568	0.1334	0.4583	5.7181	0.7723	0.1570	4.6034	31.9513	3.8665	2.7287	0.2111	5.1751	0.0681	0.0681	3.5568	0.6823	0.0681	0.1104	4.1013	6.6953	2.2483	1.4752	1.3669	0.0681	0.0681	0.1609	2.1541	0.6615	0.8573	0.8163	0.0681	0.0681	0.0681	14.5180	0.5403	1.0042	0.0681	0.5760	0.7679	0.9950
kynurenine	Amino Acid	Tryptophan Metabolism	1.1581	0.6245	0.4584	0.4440	1.5636	0.4440	6.1091	0.8897	1.4531	0.7543	1.7479	6.8264	0.4440	1.6171	1.0789	0.7832	5.7805	1.5010	0.9393	3.5495	0.4440	0.9875	0.4440	1.5229	0.7789	0.4440	1.9180	0.5606	0.4440	0.4440	1.9092	0.9890	0.4440	0.4584	1.2222	0.6220	0.4595	0.5852	0.6753	0.4440	0.4440	1.6933	1.3359	5.1463	0.9069	0.4440	0.4440	1.0668	1.0499	0.4440	2.4698	0.9988	0.7423	0.4466	0.9630	0.5061	1.1233	0.7570	0.4440	1.7373	0.5217	0.4440	0.4440	1.0012	3.0487	0.4440	1.1585	0.4562	0.4440	0.4440	0.4858	0.4440	0.4440	1.0306	0.5784	0.4440	0.4440	0.7532	1.5387	0.4440	1.1161	0.4440	0.5879	1.2042	0.5179
lactate	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	0.2264	0.1590	0.1873	0.4051	0.2531	0.1371	27.0492	2.9345	2.2269	0.0769	9.0949	2.7382	0.2704	23.0518	4.4897	1.0269	10.7549	1.0000	0.8201	23.6619	0.0591	0.3382	0.3458	6.5196	0.3392	0.0591	1.2914	1.3136	0.4432	0.0895	6.8569	7.2022	0.4179	0.7008	8.3451	3.0905	1.9579	0.7887	3.2945	9.0265	2.9769	1.7448	2.2362	6.8902	1.0751	0.3126	0.2612	2.9648	1.3945	0.0917	5.2254	1.8524	3.2758	3.5783	1.1031	1.5474	0.3635	2.5277	0.0610	46.3940	0.1521	0.0591	0.1709	2.9893	112.5773	0.2586	7.0842	0.2886	0.2122	0.4609	0.1807	0.2431	0.1922	0.5136	0.1657	0.2374	0.0760	1.2010	0.4444	0.1624	4.1423	0.1310	0.4200	6.9475	0.2904
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	0.6422	0.1983	0.1983	0.3192	1.2042	0.2696	1.0000	0.4911	0.1983	0.1983	1.2412	2.1909	0.1983	0.1983	0.4172	3.2241	1.7520	1.2704	0.1983	1.2732	0.1983	0.1983	0.1983	0.5025	4.9653	0.1983	1.3641	0.1983	0.1983	1.2336	0.9516	1.0841	0.4111	0.2203	0.8820	0.1983	0.1983	0.1983	1.5138	0.6158	0.1983	0.1983	0.1983	2.1487	0.1983	0.1983	1.1829	1.8973	0.1983	0.1983	0.9357	1.0546	0.6176	0.3846	0.5255	0.3915	0.2760	0.6221	0.1983	1.2332	0.1983	0.1983	0.1983	0.5892	1.4131	0.1983	3.5122	0.8139	0.1983	1.0227	0.1983	0.1983	0.1983	0.1983	0.3925	0.1983	0.1983	0.1983	2.5806	0.1983	0.1983	0.1983	0.1983	2.9386	0.1983
